stusps,state,hud_area_code,countyname,hud_area_name,fips,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
MA,25,METRO14460MM4560,Middlesex County,"Lowell, MA HUD Metro FMR Area",2501717825,3375,1621,1792,2351,2819,3113
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501721990,49236,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501724960,72013,2359,2476,2941,3526,3894
MA,25,METRO14460MM4560,Middlesex County,"Lowell, MA HUD Metro FMR Area",2501727480,11265,1621,1792,2351,2819,3113
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501730700,14964,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501731085,19050,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501731540,19959,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501735215,34085,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501735425,6946,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501735950,10150,2359,2476,2941,3526,3894
MA,25,METRO14460MM4560,Middlesex County,"Lowell, MA HUD Metro FMR Area",2501737000,114799,1621,1792,2351,2819,3113
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501737875,65509,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501738715,41398,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501739625,10663,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501739835,59062,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501740115,29488,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501743895,36627,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501745560,88504,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501748955,15634,2359,2476,2941,3526,3894
MA,25,METRO14460MM4560,Middlesex County,"Lowell, MA HUD Metro FMR Area",2501752805,11656,1621,1792,2351,2819,3113
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501756130,25448,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501761380,4404,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501761590,7017,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501762535,80549,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501767665,22986,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501768050,7109,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501768260,19067,2359,2476,2941,3526,3894
MA,25,METRO14460MM4560,Middlesex County,"Lowell, MA HUD Metro FMR Area",2501769415,31168,1621,1792,2351,2819,3113
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501770360,9052,2359,2476,2941,3526,3894
MA,25,METRO14460MM4560,Middlesex County,"Lowell, MA HUD Metro FMR Area",2501771025,12424,1621,1792,2351,2819,3113
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501772215,27284,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501772600,64723,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501773440,35270,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501773790,13826,2359,2476,2941,3526,3894
MA,25,METRO14460MM4560,Middlesex County,"Lowell, MA HUD Metro FMR Area",2501776135,24584,1621,1792,2351,2819,3113
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501777255,11443,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501780230,23195,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501780510,22862,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Middlesex County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2501781035,41205,2359,2476,2941,3526,3894
MA,25,NCNTY25019N25019,Nantucket County,"Nantucket County, MA",2501943790,14299,2409,2425,3138,4143,5260
MA,25,METRO14460MM1200,Norfolk County,"Brockton, MA HUD Metro FMR Area",2502102935,4753,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502104930,17160,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502107740,38762,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502109175,62822,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502111315,24459,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502114640,8358,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502116495,25109,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502117405,5893,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502124820,18516,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502125172,33067,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502130455,11320,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502139765,12923,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502139975,13251,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502141515,8699,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502141690,28481,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502144105,32059,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502146050,11556,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502150250,31380,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502154100,9872,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502155745,101361,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502156000,34683,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502160785,18478,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502167945,29074,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502172495,26294,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502174175,29906,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502178690,16213,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502178972,57786,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Norfolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502182315,12305,2359,2476,2941,3526,3894
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502300170,17008,1631,1761,2311,2889,3060
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502308130,28669,1631,1761,2311,2889,3060
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502309000,105080,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502311665,11645,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502317895,16110,2359,2476,2941,3526,3894
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502318455,14420,1631,1761,2311,2889,3060
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502327795,7734,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502328285,14800,2359,2476,2941,3526,3894
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502328495,10615,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502330210,24185,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502331645,10098,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502333220,13782,2359,2476,2941,3526,3894
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502333920,11732,1631,1761,2311,2889,3060
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502338540,5312,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502338855,25795,2359,2476,2941,3526,3894
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502339450,6563,1631,1761,2311,2889,3060
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502340850,24360,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502350145,11309,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502352630,18335,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502354310,62656,2359,2476,2941,3526,3894
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502354415,2934,1631,1761,2311,2889,3060
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502357600,5770,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502357775,17709,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502360330,19145,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Plymouth County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502372985,23226,2359,2476,2941,3526,3894
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502375260,7682,1631,1761,2311,2889,3060
MA,25,METRO14460MM1200,Plymouth County,"Brockton, MA HUD Metro FMR Area",2502379530,15215,1631,1761,2311,2889,3060
MA,25,METRO14460MM1120,Suffolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502507000,663972,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Suffolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502513205,39460,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Suffolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502556585,59933,2359,2476,2941,3526,3894
MA,25,METRO14460MM1120,Suffolk County,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2502581005,18807,2359,2476,2941,3526,3894
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502701885,6357,1206,1410,1749,2247,2637
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502702480,11937,1096,1200,1532,2131,2570
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502702760,16840,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502703740,5535,1588,1599,2056,2548,2825
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502705490,3311,1493,1651,2166,3012,3380
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502706015,9211,1493,1651,2166,3012,3380
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502706365,5698,1493,1651,2166,3012,3380
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502707525,4896,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502709105,3442,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502712715,13359,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502714395,15430,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502717300,9096,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502717685,11886,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502718560,2120,1588,1599,2056,2548,2825
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502723875,41633,1206,1410,1749,2247,2637
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502725485,21075,1206,1410,1749,2247,2637
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502726430,19771,1588,1599,2056,2548,2825
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502728740,2671,1096,1200,1532,2131,2570
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502728950,6881,1493,1651,2166,3012,3380
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502730560,19885,1588,1599,2056,2548,2825
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502730945,6024,1493,1651,2166,3012,3380
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502731435,4339,1096,1200,1532,2131,2570
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502734165,8470,1493,1651,2166,3012,3380
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502734795,11076,1588,1599,2056,2548,2825
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502735075,43697,1206,1410,1749,2247,2637
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502737420,11804,1206,1410,1749,2247,2637
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502740255,6266,1493,1651,2166,3012,3380
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502741165,30304,1493,1651,2166,3012,3380
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502741340,13899,1588,1599,2056,2548,2825
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502741585,3156,1493,1651,2166,3012,3380
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502745105,925,1096,1200,1532,2131,2570
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502746820,15694,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502746925,16358,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502747135,4739,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502750670,1623,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502751825,13349,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502752420,4996,1588,1599,2056,2548,2825
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502753120,1173,1096,1200,1532,2131,2570
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502753225,1915,1096,1200,1532,2131,2570
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502755395,3500,1588,1599,2056,2548,2825
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502758580,1500,1096,1200,1532,2131,2570
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502758825,9202,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502761800,38440,1588,1599,2056,2548,2825
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502763165,10441,1493,1651,2166,3012,3380
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502763345,17806,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502766105,11961,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502767385,8111,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502768155,9889,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502768610,9383,1588,1599,2056,2548,2825
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502769275,8187,1206,1410,1749,2247,2637
MA,25,METRO49340MM1120,Worcester County,"Eastern Worcester County, MA HUD Metro FMR Area",2502771480,8095,1493,1651,2166,3012,3380
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502771620,14318,1588,1599,2056,2548,2825
MA,25,METRO49340N25027,Worcester County,"Western Worcester County, MA HUD Metro FMR Area",2502773090,4981,1096,1200,1532,2131,2570
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502773895,17674,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502775015,21591,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502775155,7732,1588,1599,2056,2548,2825
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502775400,3830,1588,1599,2056,2548,2825
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502777010,8289,1206,1410,1749,2247,2637
MA,25,METRO49340MM2600,Worcester County,"Fitchburg-Leominster, MA HUD Metro FMR Area",2502780405,10392,1206,1410,1749,2247,2637
MA,25,METRO49340M49340,Worcester County,"Worcester, MA HUD Metro FMR Area",2502782000,205501,1588,1599,2056,2548,2825
MI,26,NCNTY26001N26001,Alcona County,"Alcona County, MI",2600199999,10238,689,807,973,1333,1380
MI,26,NCNTY26003N26003,Alger County,"Alger County, MI",2600399999,8866,759,817,1072,1285,1419
MI,26,NCNTY26005N26005,Allegan County,"Allegan County, MI",2600599999,120189,959,966,1267,1583,1761
MI,26,NCNTY26007N26007,Alpena County,"Alpena County, MI",2600799999,28911,689,767,973,1212,1632
MI,26,NCNTY26009N26009,Antrim County,"Antrim County, MI",2600999999,23662,801,897,1162,1393,1613
MI,26,NCNTY26011N26011,Arenac County,"Arenac County, MI",2601199999,15031,671,742,973,1353,1519
MI,26,NCNTY26013N26013,Baraga County,"Baraga County, MI",2601399999,8245,689,742,973,1167,1299
MI,26,METRO24340N26015,Barry County,"Barry County, MI HUD Metro FMR Area",2601599999,62581,1010,1017,1334,1735,2013
MI,26,METRO13020M13020,Bay County,"Bay City, MI MSA",2601799999,103752,809,814,1030,1399,1518
MI,26,METRO45900N26019,Benzie County,"Benzie County, MI HUD Metro FMR Area",2601999999,18058,904,937,1224,1586,1720
MI,26,METRO35660M35660,Berrien County,"Niles, MI MSA",2602199999,153938,816,902,1184,1556,1568
MI,26,NCNTY26023N26023,Branch County,"Branch County, MI",2602399999,44795,689,840,973,1324,1329
MI,26,METRO12980M12980,Calhoun County,"Battle Creek, MI MSA",2602599999,134011,833,976,1176,1410,1565
MI,26,METRO43780N26027,Cass County,"Cass County, MI HUD Metro FMR Area",2602799999,51604,775,906,993,1272,1666
MI,26,NCNTY26029N26029,Charlevoix County,"Charlevoix County, MI",2602999999,26174,736,800,1039,1445,1622
MI,26,NCNTY26031N26031,Cheboygan County,"Cheboygan County, MI",2603199999,25709,746,803,1054,1264,1403
MI,26,NCNTY26033N26033,Chippewa County,"Chippewa County, MI",2603399999,36670,735,823,1066,1278,1411
MI,26,NCNTY26035N26035,Clare County,"Clare County, MI",2603599999,30998,698,751,986,1189,1611
MI,26,METRO29620M29620,Clinton County,"Lansing-East Lansing, MI MSA",2603799999,79249,973,1012,1268,1627,1679
MI,26,NCNTY26039N26039,Crawford County,"Crawford County, MI",2603999999,13197,716,875,1038,1245,1472
MI,26,NCNTY26041N26041,Delta County,"Delta County, MI",2604199999,36839,714,742,973,1288,1632
MI,26,NCNTY26043N26043,Dickinson County,"Dickinson County, MI",2604399999,25937,689,841,973,1182,1632
MI,26,METRO29620M29620,Eaton County,"Lansing-East Lansing, MI MSA",2604599999,109072,973,1012,1268,1627,1679
MI,26,NCNTY26047N26047,Emmet County,"Emmet County, MI",2604799999,34072,863,941,1235,1481,1635
MI,26,METRO22420M22420,Genesee County,"Flint, MI MSA",2604999999,405280,731,856,1033,1272,1497
MI,26,NCNTY26051N26051,Gladwin County,"Gladwin County, MI",2605199999,25461,689,742,973,1353,1606
MI,26,NCNTY26053N26053,Gogebic County,"Gogebic County, MI",2605399999,14597,689,761,973,1353,1411
MI,26,METRO45900N26055,Grand Traverse County,"Grand Traverse County, MI HUD Metro FMR Area",2605599999,95315,1136,1143,1357,1747,1797
MI,26,NCNTY26057N26057,Gratiot County,"Gratiot County, MI",2605799999,41534,689,742,973,1304,1455
MI,26,NCNTY26059N26059,Hillsdale County,"Hillsdale County, MI",2605999999,45698,691,764,1002,1252,1327
MI,26,NCNTY26061N26061,Houghton County,"Houghton County, MI",2606199999,37414,795,800,973,1353,1632
MI,26,NCNTY26063N26063,Huron County,"Huron County, MI",2606399999,31461,689,806,973,1197,1288
MI,26,METRO29620M29620,Ingham County,"Lansing-East Lansing, MI MSA",2606599999,282540,973,1012,1268,1627,1679
MI,26,METRO24340M26067,Ionia County,"Ionia County, MI HUD Metro FMR Area",2606799999,66663,834,921,1209,1481,1931
MI,26,NCNTY26069N26069,Iosco County,"Iosco County, MI",2606999999,25319,819,824,973,1348,1632
MI,26,NCNTY26071N26071,Iron County,"Iron County, MI",2607199999,11585,756,814,1068,1281,1414
MI,26,NCNTY26073N26073,Isabella County,"Isabella County, MI",2607399999,64938,875,880,1013,1321,1341
MI,26,METRO27100M27100,Jackson County,"Jackson, MI MSA",2607599999,160637,838,946,1165,1534,1626
MI,26,METRO28020M28020,Kalamazoo County,"Kalamazoo-Portage, MI MSA",2607799999,261426,838,998,1162,1531,1571
MI,26,METRO45900N26079,Kalkaska County,"Kalkaska County, MI HUD Metro FMR Area",2607999999,17934,719,766,973,1286,1291
MI,26,METRO24340M24340,Kent County,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",2608199999,657321,1232,1278,1531,1980,2189
MI,26,NCNTY26083N26083,Keweenaw County,"Keweenaw County, MI",2608399999,2088,689,849,973,1242,1380
MI,26,NCNTY26085N26085,Lake County,"Lake County, MI",2608599999,12285,704,758,994,1367,1660
MI,26,METRO19820M19820,Lapeer County,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",2608799999,88687,1009,1122,1411,1724,1868
MI,26,METRO45900N26089,Leelanau County,"Leelanau County, MI HUD Metro FMR Area",2608999999,22426,1106,1366,1497,1795,1982
MI,26,NCNTY26091N26091,Lenawee County,"Lenawee County, MI",2609199999,99263,804,889,1166,1491,1622
